index,discription,photo_id,unique_item_id,is_taken
0,куртка,AgACAgIAAxkBAAIJYWao3D_M1KX6aUC6ikwoOOaJzQW5AAKd3zEbcg1JSdCjnHaeF_hZAQADAgADeAADNQQ,PHxSH9,False
